Date,ADA-USD,BCH-USD,BNB-USD,BTC-USD,DOGE-USD,EOS-USD,ETC-USD,ETH-USD,FIL-USD,LINK-USD,LTC-USD,THETA-USD,TRX-USD,USDC-USD,USDT-USD,VET-USD,XLM-USD,XMR-USD,XRP-USD
2018-10-08,0.08660700172185898,528.9749755859375,10.506600379943848,6652.22998046875,0.005578000098466873,5.913449764251709,10.954899787902832,229.2550048828125,3.6872000694274902,0.3435850143432617,59.412601470947266,0.09860099852085114,0.02659199945628643,1.002210021018982,0.9958140254020691,0.013666000217199326,0.24900899827480316,114.2750015258789,0.48975101113319397
2018-10-09,0.0863569974899292,517.7899780273438,10.384900093078613,6642.64013671875,0.005634999834001064,5.909759998321533,10.893400192260742,227.98199462890625,3.5387299060821533,0.339711993932724,58.71329879760742,0.10005100071430206,0.026057999581098557,1.0068600177764893,0.9967790246009827,0.01359499990940094,0.24391500651836395,113.67400360107422,0.4798569977283478
2018-10-10,0.0846790000796318,512.9240112304688,10.32800006866455,6585.52978515625,0.0055519999004900455,5.879899978637695,10.827500343322754,225.7689971923828,3.690459966659546,0.34786099195480347,57.9818000793457,0.0992330014705658,0.02535500004887581,1.009619951248169,0.9935020208358765,0.013280999846756458,0.24159300327301025,113.45899963378906,0.46238699555397034
2018-10-11,0.07093899697065353,433.0369873046875,9.30132007598877,6256.240234375,0.004999999888241291,5.077270030975342,9.17199993133545,189.49899291992188,4.044169902801514,0.30320098996162415,51.233001708984375,0.08080700039863586,0.02092899940907955,1.0097800493240356,0.9930260181427002,0.011229000054299831,0.20703700184822083,100.38400268554688,0.3831300139427185
2018-10-12,0.07321400195360184,443.22900390625,9.528940200805664,6274.580078125,0.005247000139206648,5.1795501708984375,9.463560104370117,196.7270050048828,4.04233980178833,0.31127798557281494,53.551700592041016,0.0859680026769638,0.022738000378012657,1.012719988822937,0.9941020011901855,0.011562000028789043,0.2160319983959198,100.70899963378906,0.41911500692367554
2018-10-13,0.07310300320386887,448.4100036621094,9.540360450744629,6285.990234375,0.0051819998770952225,5.253910064697266,9.48231029510498,199.84100341796875,3.608750104904175,0.3188430070877075,53.45180130004883,0.0864029973745346,0.023564999923110008,1.0074299573898315,0.9880459904670715,0.011481000110507011,0.21480999886989594,102.13700103759766,0.4188779890537262
2018-10-14,0.07129299640655518,439.2340087890625,9.496740341186523,6290.93017578125,0.005158000160008669,5.167290210723877,9.408120155334473,195.71499633789062,3.7392098903656006,0.3252840042114258,52.187400817871094,0.09010600298643112,0.023622000589966774,1.0163099765777588,0.9895700216293335,0.011359999887645245,0.21014399826526642,100.90699768066406,0.40328601002693176
2018-10-15,0.07478900253772736,459.3810119628906,10.316100120544434,6596.5400390625,0.005218000151216984,5.471030235290527,9.7775297164917,209.70399475097656,3.625659942626953,0.33963799476623535,54.879600524902344,0.0907839983701706,0.025081999599933624,1.0268000364303589,0.9801380038261414,0.011783000081777573,0.22300100326538086,107.10900115966797,0.4473159909248352
2018-10-16,0.07581400126218796,458.0119934082031,10.010899543762207,6596.10986328125,0.005016999784857035,5.436989784240723,9.714570045471191,210.1199951171875,3.6361000537872314,0.3588449954986572,54.068199157714844,0.09043899923563004,0.024358000606298447,1.0214300155639648,0.9751520156860352,0.011846999637782574,0.22797800600528717,107.3949966430664,0.47025299072265625
2018-10-17,0.07740800082683563,448.7929992675781,9.904470443725586,6544.43017578125,0.004598999861627817,5.411930084228516,9.806170463562012,207.08299255371094,3.6518499851226807,0.37696799635887146,53.67210006713867,0.09000500291585922,0.024234000593423843,1.0121899843215942,0.9712250232696533,0.011744000017642975,0.24040299654006958,105.36199951171875,0.4681969881057739
