Date,principal component 1,principal component 2,principal component 3,principal component 4,PCA_mean
2019-12-08,2.2118871449922413,0.02868151209237468,0.7018069881926495,0.18685198904595174,0.7823069085808042
2019-12-15,2.341170718877713,0.0982083033270041,0.4832666896168471,0.03473478049705657,0.7393451230796552
2019-12-22,2.339977735296668,0.10686566608218932,0.7533498542038974,0.04826887905549175,0.8121155336595617
2019-12-29,2.289579562539376,0.10140905811666742,0.40019097743164944,0.06879224833298382,0.7149929616051691
2020-01-05,2.021226753193666,0.1877593156654116,0.04712017138864438,0.3046904307349101,0.640199167745658
2020-01-12,1.6147894012722457,7.964383494715182e-05,0.4881486772979472,0.450891250352769,0.6384772431894773
2020-01-19,1.6220219149816433,0.07528902619491483,0.4789899776199767,0.3568952777967109,0.6332990491483114
2020-01-26,1.6635090605558702,2.9652286683224265,0.27582382941410977,2.268957049317875,1.7933796519025704
2020-02-02,1.3216834682719023,2.655074795362128,0.21691689098535968,1.8396200971696683,1.5083238129472645
2020-02-09,0.947130409590526,2.0691428503728777,0.5810850356225054,1.096895902178672,1.1735635494411452
2020-02-16,1.1683585699616796,0.7657130803575357,0.4836049788283584,0.16450841678317574,0.6455462614826873
2020-02-23,1.4428651269781432,0.2925089402177133,0.6104406996779642,0.6427230034163186,0.7471344425725348
2020-03-01,1.5186838538550034,0.2470664096042165,0.4725704645965988,0.584309239062839,0.7056574917796644
2020-03-08,2.3803287951851404,0.13686637361532078,1.1332381588347642,0.20157814902664334,0.9630028691654672
2020-03-15,2.248230744446714,1.9475081194424555,1.7451716637945691,0.9702793366510208,1.72779746608369
2020-03-22,2.248501384741329,1.2773226959330424,0.29451226358722904,1.0452472337667005,1.2163958945070752
2020-03-29,2.2744757494707377,0.6039869102586001,0.2091978893890437,0.5322993504671439,0.9049899748963813
2020-04-05,2.0186580807251744,0.8508254536041391,0.4570510604574301,0.6366495396186729,0.9907960336013542
2020-04-12,2.0993482397492587,0.6724574050184794,0.17331870981250902,0.4839924638089172,0.857279204597291
2020-04-19,2.0450263610405837,0.5192560873581994,0.14069045355266666,0.4908985461018991,0.7989678620133371
2020-04-26,1.8733658752169853,0.21507415623392304,0.5305461937757345,0.4693010426140252,0.7720718169601671
2020-05-03,1.87980951914258,0.29958792420212066,0.5015593986068829,0.4393238285642302,0.7800701676289534
2020-05-10,1.8934067407012212,0.7334879629475597,0.2830522555955769,0.388453032359875,0.8245999979010582
2020-05-17,1.8723925530593808,0.595347880261236,0.16294083347187854,0.2776924376830944,0.7270934261188974
2020-05-24,1.8206788099511333,0.5501866130760413,0.11119347935283293,0.2579792615191427,0.6850095409747875
2020-05-31,1.6447025997008602,0.6192021904781871,0.22089826262229234,0.31755550451637105,0.7005896393294276
2020-06-07,1.7093597522537856,0.5546868488111409,0.10203077773608576,0.3318196202062,0.674474249751803
2020-06-14,1.7662563133621745,0.7280848419560996,0.3179609325358258,0.2334981515385019,0.7614500598481504
2020-06-21,1.7970644618602187,0.7157989138324209,0.10928181688772884,0.2572353666855636,0.719845139816483
2020-06-28,1.7889868481966025,0.7898372164295523,0.18243346340921,0.3906079143691234,0.787966360601122
2020-07-05,1.4822186482222206,0.8022212409629381,0.2141357057271824,0.2583082745125207,0.6892209673562154
2020-07-12,1.469480539352007,0.9916878268170628,0.3790850900634703,0.2459703719280446,0.7715559570401462
2020-07-19,1.3901020840336296,1.0499094433506786,0.4590248986584634,0.3719287308180522,0.817741289215206
2020-07-26,1.076220530017589,0.7704413092706741,0.3979022972485684,0.3489055907539381,0.6483674318226924
2020-08-02,0.8585913127890423,0.7351445198663449,0.12575610594571535,0.2990733834997397,0.5046413305252105
2020-08-09,0.7358143517293756,0.4452409216733483,0.6624610644947517,0.27029971649127593,0.5284540135971878
2020-08-16,0.6233958414640365,0.7452916103180116,0.0948495899892805,0.2989880978274097,0.4406312848996846
2020-08-23,0.7723141274212187,0.7209134902157294,0.05578958798048438,0.1295348998336773,0.41963802636277747
2020-08-30,0.9162724487945828,0.5712646869611667,0.3113660165124607,0.07697299095526415,0.4689690358058686
2020-09-06,1.0983103631063142,0.6553553920029527,0.06561625697917874,0.08492101953667802,0.47605075790628093
2020-09-13,1.1521818438466138,0.61897072367712,0.18977714635852416,0.04648871653155505,0.5018546076034532
2020-09-20,1.3037204304110996,0.8014980585164109,0.2179017945461837,0.1376581050991123,0.6151945971432017
2020-09-27,1.184590850201263,0.7360131552002666,0.20050057825496867,0.01073739967402541,0.5329604958326308
2020-10-04,1.0938873185041362,0.7860097182021198,0.06366479136049544,0.0005433777736031485,0.4860263014600887
2020-10-11,0.8356160661141747,1.026061964194931,0.020690649459805963,0.025074397132515202,0.4768607692253567
2020-10-18,0.8088599882607507,1.0479849785394213,0.025655856668061642,0.08317769907979244,0.49141963063700655
2020-10-25,0.7729859709362764,1.1308040804514299,0.09384011883168543,0.04705535847700947,0.5111713821741003
2020-11-01,0.8236708020981943,1.196957700839436,0.00535446467140424,0.02637847247280709,0.5130903600204604
2020-11-08,0.7204731584060983,1.2261905562796036,0.018162435775188238,0.0001927347248777085,0.49125472129644193
2020-11-15,0.3508916368167629,1.1635795009571317,0.15249109385465187,0.03482932110769537,0.42544788818406043
2020-11-22,0.2625780950360235,0.8066618203037541,0.16461049833675687,0.08422094834675546,0.3295178405058225
2020-11-29,0.3076464937681897,0.8812166526591257,0.12393911871531328,0.12657607855053482,0.3598445859232909
2020-12-06,0.08976356830412965,0.9691455742977116,0.13596349136013625,0.180377255242008,0.3438124723009964
2020-12-13,0.47423260001827294,1.044015596189238,0.2221993152596752,0.2143771144217378,0.48870615647223103
2020-12-20,0.2788065575600224,1.3652625454433502,0.2775839028860118,0.3221458597704246,0.5609497164149523
2020-12-27,0.5017682404355474,1.5937913884640411,0.15264712169204445,0.3398087774542277,0.6470038820114652
2021-01-03,1.6793904554045798,1.6910810414418715,0.17738088129055024,0.4875607265539911,1.0088532761727482
2021-01-10,1.6203580161545523,1.7744075644730932,0.21738289244263329,0.7448007173404607,1.089237297602685
2021-01-17,1.6438731925261842,1.820439571138451,0.02779067886015955,0.6892245909570542,1.0453320083704623
2021-01-24,1.5737150447180739,1.7874794091554598,0.09477048783658897,0.6337878825232287,1.022438206058338
2021-01-31,2.461437162212788,1.7071784770315337,0.05667487001924721,0.6997731659367586,1.231265918800082
2021-02-07,4.5404243589867015,1.4607180230871644,0.14715569914656515,0.8089503224244952,1.7393121009112316
2021-02-14,5.732104053211452,1.5858240477744254,0.3605258998290289,0.9991976581107184,2.169412914731406
2021-02-21,4.3927544062068495,1.7333222047706838,0.13027489921285842,1.00555426637732,1.815476444141928
2021-02-28,4.653546793428423,1.875374993098568,0.2181585269072304,1.1294154342903049,1.9691239369311315
2021-03-07,5.492825782468822,2.022339299062664,0.2940272706697,1.29699653676505,2.276547222241559
2021-03-14,5.7653410786366415,1.925381720736873,0.5550223598500652,1.4413505498720316,2.421773927273903
2021-03-21,5.806660052604518,1.8425648693921295,0.8190545824227584,1.627153919024544,2.5238583558609875
2021-03-28,7.680875380291797,1.7430077228837202,0.9560860940492076,1.7951432062475194,3.043778100868061
2021-04-04,10.138108394758623,0.9452014961409604,0.9761457851502744,1.85355040914911,3.478251521299742
2021-04-11,13.39704727850192,0.3460574828873664,1.091003379607569,1.241306415270189,4.018853639066761
2021-04-18,11.744085701181842,0.050056905982785366,0.7472545514463848,0.4266268082167633,3.242005991706944
2021-04-25,13.30757223357614,0.2017506832699266,0.8170512863728254,0.4226988935239396,3.687268274185708
2021-05-02,17.338556948781818,2.7533537408810527,0.093643983872086,2.199606560190796,5.596290308431438
2021-05-09,16.38901987025648,2.904599682719609,0.7471519108256787,2.1450592470983474,5.546457677725029
2021-05-16,10.356907683026494,1.5417335537050851,0.2204770442167406,1.450712728925749,3.392457752468517
2021-05-23,9.119873533894797,1.2136101988192196,0.17134660352380532,1.4793358975713655,2.996041558452297
2021-05-30,9.606685511663093,1.2477686885149712,0.14889600817472542,1.3861020218314577,3.097363057546062
