Date,principal component 1,principal component 2,principal component 3,principal component 4
2020-02-16,-1.4487257645814786,0.7697494681536774,0.5561036412067094,0.11177597413820393
2020-02-23,-1.7017082666413805,-0.397117910423558,0.5742513638403153,-0.6303349674144935
2020-03-01,-1.7776132974467633,-0.3417853949991911,0.43717114296460213,-0.5712441650729927
2020-03-08,-2.6387894005935775,0.14480160287795985,-1.1770399976997044,-0.15605646364816209
2020-03-15,-2.4592544689861517,-2.254280147301769,1.5452641565836762,-1.094218133181822
2020-03-22,-2.4788026054885415,-1.463384329870559,0.1359785064611717,-1.0197527162501496
2020-03-29,-2.5176575697726684,-0.701091042819361,-0.3092429831365895,-0.5248966204237498
2020-04-05,-2.258629337107216,-0.994572250444709,0.3526793538366467,-0.6549095002914075
2020-04-12,-2.342980776250499,-0.7852663677076681,0.08101088432229216,-0.5015307733521206
2020-04-19,-2.2946063101806686,-0.6023044117311687,-0.22033507936328828,-0.47094404297612863
2020-04-26,-2.134246033418394,-0.25508465774873984,-0.5836716357239503,-0.4013214640448973
2020-05-03,-2.1400579341359105,-0.34726258443289154,-0.5631481118634003,-0.37773432248198546
2020-05-10,-2.142594327178935,-0.8460487701056165,0.19338399808684759,-0.40903197985622364
2020-05-17,-2.12578875502686,-0.6871920002498689,0.08657962936407292,-0.300936671187546
2020-05-24,-2.0774828133405054,-0.6361837807278464,0.03888682747692118,-0.2800871388705504
2020-05-31,-1.9037636008478307,-0.7085015054977872,0.15296446821662318,-0.3239801047015932
2020-06-07,-1.970015526425199,-0.6235797485102244,-0.169286900080393,-0.3116018968342127
2020-06-14,-2.0207789400599347,-0.8286832241806431,0.23892584839540693,-0.27146580819407884
2020-06-21,-2.052899379536385,-0.804260044580166,0.028745357877488942,-0.2727744077718565
2020-06-28,-2.0460612709985515,-0.8688782931659026,-0.2705584127732204,-0.36057296183251863
2020-07-05,-1.7441237248704142,-0.8927207397487177,0.1429110425756896,-0.2596419996535478
2020-07-12,-1.7282591845847417,-1.0989074710926217,0.29588947414138367,-0.25260170724211833
2020-07-19,-1.6500392174527971,-1.1675997221021097,0.3709672441152679,-0.3693999547393604
2020-07-26,-1.3475225121109216,-0.8565890736636974,0.34310442023722515,-0.31770475725853614
2020-08-02,-1.1368671611956669,-0.7902566907197122,0.08411936534706758,-0.2190982728635152
2020-08-09,-1.0250346726733062,-0.4233216793715097,-0.6697900069142351,-0.08242345417308929
2020-08-16,-0.904279838881369,-0.7793592939869022,0.07618198152963368,-0.16784204009421427
2020-08-23,-1.0516478396099036,-0.7411449683788707,-0.0758280508967298,-0.015554739410649263
2020-08-30,-1.1959205435821068,-0.5722839093708794,-0.3242751958789235,0.029853833585420722
2020-09-06,-1.3716112784693597,-0.6743671442043662,-0.08901530596231615,0.1276934557144729
2020-09-13,-1.4276811119266233,-0.6331373704336771,-0.22011081844577235,0.08950720076908492
2020-09-20,-1.5740909245189443,-0.8392093789063446,-0.2761413698518037,-0.0889343048483029
2020-09-27,-1.459814142157446,-0.7597497280637716,-0.24634819220248227,0.04592916236929625
2020-10-04,-1.3693107647112321,-0.8142493349969916,-0.10880789138540078,0.034181186502440807
2020-10-11,-1.112261701705651,-1.0564076121351744,-0.0693514393980047,0.045438256491176145
2020-10-18,-1.0863180089225786,-1.0826358684612585,-0.02645420339438524,-0.0017185075735157204
2020-10-25,-1.0484632636606204,-1.1669849441959743,0.041333013479869035,0.03734292234274085
2020-11-01,-1.0981742180448566,-1.2289004039627807,-0.05213037727978822,0.06644010798430926
2020-11-08,-0.9969832379845277,-1.2524075559069379,-0.03373610732508977,0.10538933320422056
2020-11-15,-0.6345420266520925,-1.1796829470056833,0.12412564219492678,0.16410403024328654
2020-11-22,-0.03309265929268151,-0.7972272404584363,0.1869922805547757,0.24829250525936594
2020-11-29,0.010123571511779002,-0.865863502598649,0.14276189086155208,0.2966713558096173
2020-12-06,-0.20425481790893005,-0.9631639429589494,0.13554516116341983,0.3140673087705814
2020-12-13,0.171961856986862,-1.0172942957716005,0.24024251302101604,0.39657821129153875
2020-12-20,-0.020695607369599866,-1.3373373680213483,0.27382570051606453,0.4940575557811969
2020-12-27,0.18909117323082567,-1.5409387997816038,0.14557631945559588,0.5450090412841609
2021-01-03,1.3330382554973348,-1.5773369020579864,0.22347022868657926,0.8228491097836081
2021-01-10,1.2740868229099211,-1.664404071458282,0.2494095876175175,1.0354692475566352
2021-01-17,1.2911639012253588,-1.7089857754666764,0.05289240485069047,0.9942223232807569
2021-01-24,1.2184265108226042,-1.6884220494962543,-0.07952655114928084,0.9230737307351613
2021-01-31,2.066943103851992,-1.5852375678998423,-0.013347248676916161,1.0096096571455682
2021-02-07,4.069293600344137,-1.2701233068124294,0.2848212680376106,1.2012679179065184
2021-02-14,5.221388572950308,-1.3525589762458534,0.5349934435103362,1.43480709664959
2021-02-21,3.8967400536955603,-1.5362163124335366,-0.03665245554404633,1.2706104335016615
2021-02-28,4.147233872529064,-1.657250751465366,-0.11881160842650405,1.3949359887945207
2021-03-07,4.956243122306153,-1.7574664764695564,-0.16483604007832867,1.584695370037946
2021-03-14,5.20806254711676,-1.6201048311449817,-0.4071923532025392,1.684107064132235
2021-03-21,5.244106146834321,-1.5004519362683362,-0.64896083869086,1.7853415847031135
2021-03-28,7.071974086280156,-1.301274096839578,-0.6664479252417532,2.104196093741326
2021-04-04,9.471287186894083,-0.44566800397530526,-0.5337757253486979,2.2864398852596985
2021-04-11,12.599188965710464,0.7594736454829708,-0.576129004596438,1.7312149949642217
2021-04-18,10.965580768466939,0.08585929060874731,-0.47185105278113143,0.7292283168689399
2021-04-25,12.460403780928166,0.34285951271310344,-0.5171955783100005,0.7299008768059713
2021-05-02,16.242659609658862,2.329538291595969,0.24577616314419093,-1.9319013281071553
2021-05-09,15.3154044804037,2.572349966882174,0.9488754274569476,-1.9588406000261838
2021-05-16,9.50991942810028,1.2305549319247036,-0.20905285171749693,-1.4453170850242254
2021-05-23,8.311819936523666,0.8709575772977024,-0.22810090486462456,-1.5324716499572566
2021-05-30,8.968277131833215,0.8825808648844232,-0.426880319271993,-1.4268600869905217
2021-06-06,7.55789767811773,0.4237888641910217,-0.6530818219277986,-1.1110709081592838
2021-06-13,7.250178664362894,0.26454617212252396,-0.7085474292307277,-0.907924818344554
2021-06-20,4.7933334309024405,-0.314307576776377,-0.7156208438227428,-0.6004226310555073
2021-06-27,5.696667279170824,-0.09377178652034392,-0.595388406786768,-0.9960668989306856
2021-07-04,5.349030284070166,-0.18463367512484585,-0.607692308664985,-0.9146200481138707
2021-07-11,4.455018301674548,-0.2527109140323676,-0.5134138698731292,-0.7711980487171027
2021-07-18,4.269355418383614,-0.3682170820993333,-0.5658554750079425,-0.7513600119904305
2021-07-25,5.638272849721232,-0.3460134194375206,-0.573516823076184,-0.6718748720454575
